Unnamed: 0,dataset,branchID_True,EBG_Support,in_true
319,4923,tax16,40.0,0
321,4923,tax16,87.0,0
323,4923,tax16,71.0,0
325,4923,tax16,96.0,0
326,4923,tax16,81.0,0
327,4923,tax16,96.0,0
336,4021,tax7,95.0,0
337,4021,tax7,39.0,0
341,6441,tax3,1.0,0
342,6441,tax3,84.0,0
345,6609,tax11,1.0,0
346,6609,tax11,80.0,0
347,6609,tax11,60.0,0
350,6609,tax11,58.0,0
351,6609,tax11,40.0,0
352,6609,tax11,87.0,0
354,6609,tax11,97.0,0
362,1517,tax6,1.0,0
363,1517,tax6,99.0,0
368,3662,tax30,1.0,0
369,3662,tax30,95.0,0
370,3662,tax30,91.0,0
372,3662,tax30,94.0,0
373,3662,tax30,72.0,0
374,3662,tax30,48.0,0
376,3662,tax30,38.0,0
379,3662,tax30,30.0,0
383,3662,tax30,22.0,0
396,3662,tax30,59.0,0
399,3662,tax30,32.0,0
403,5506,tax4,1.0,0
404,5506,tax4,88.0,0
405,5506,tax4,98.0,0
406,5506,tax4,87.0,0
412,2196,tax17,1.0,0
414,2196,tax17,47.0,0
417,2196,tax17,38.0,0
420,2196,tax17,51.0,0
421,2196,tax17,78.0,0
423,2196,tax17,40.0,0
427,2196,tax17,77.0,0
430,476,tax174,1.0,0
432,476,tax174,8.0,0
437,476,tax174,2.0,0
446,476,tax174,7.0,0
463,476,tax174,46.0,0
484,476,tax174,71.0,0
558,476,tax174,65.0,0
576,476,tax174,58.0,0
623,476,tax174,43.0,0
627,476,tax174,99.0,0
631,476,tax174,46.0,0
635,476,tax174,93.0,0
638,476,tax174,86.0,0
641,476,tax174,20.0,0
646,476,tax174,45.0,0
669,6279,tax4,1.0,0
670,6279,tax4,95.0,0
671,6279,tax4,83.0,0
677,2855,tax5,1.0,0
679,2855,tax5,95.0,0
683,2855,tax5,97.0,0
686,4806,tax4,1.0,0
689,4806,tax4,93.0,0
691,4806,tax4,34.0,0
692,4806,tax4,32.0,0
697,2349,tax5,1.0,0
698,2349,tax5,98.0,0
703,2735,tax5,1.0,0
704,2735,tax5,93.0,0
706,2735,tax5,43.0,0
708,4470,tax20,1.0,0
710,4470,tax20,33.0,0
711,4470,tax20,43.0,0
713,4470,tax20,27.0,0
717,4470,tax20,13.0,0
719,4470,tax20,1.0,0
721,4470,tax20,32.0,0
722,4470,tax20,11.0,0
723,4470,tax20,1.0,0
725,4470,tax20,30.0,0
726,4470,tax20,1.0,0
728,4470,tax20,1.0,0
730,4470,tax20,5.0,0
731,4470,tax20,47.0,0
734,4470,tax20,16.0,0
740,4470,tax20,26.0,0
742,4470,tax20,53.0,0
745,4470,tax20,52.0,0
747,4470,tax20,22.0,0
749,4470,tax20,57.0,0
751,4470,tax20,37.0,0
753,4470,tax20,32.0,0
755,4470,tax20,52.0,0
757,4470,tax20,33.0,0
759,4470,tax20,28.0,0
763,4470,tax20,67.0,0
765,4470,tax20,17.0,0
766,3394,tax19,1.0,0
767,3394,tax19,28.0,0
768,3394,tax19,34.0,0
769,3394,tax19,3.0,0
770,3394,tax19,29.0,0
772,3394,tax19,12.0,0
773,3394,tax19,99.0,0
774,3394,tax19,3.0,0
775,3394,tax19,43.0,0
778,3394,tax19,96.0,0
781,3394,tax19,51.0,0
784,3394,tax19,74.0,0
786,5946,tax12,1.0,0
787,5946,tax12,41.0,0
798,7429,tax4,99.0,0
799,7429,tax4,94.0,0
809,2775,tax9,1.0,0
811,2775,tax9,97.0,0
814,2775,tax9,88.0,0
818,2775,tax9,83.0,0
824,6098,tax114,1.0,0
825,6098,tax114,29.0,0
827,6098,tax114,56.0,0
831,6098,tax114,16.0,0
836,6098,tax114,17.0,0
838,6098,tax114,41.0,0
841,6098,tax114,4.0,0
842,6098,tax114,8.0,0
847,6098,tax114,10.0,0
848,6098,tax114,0.0,0
850,6098,tax114,20.0,0
854,6098,tax114,13.0,0
855,6098,tax114,10.0,0
857,6098,tax114,0.0,0
859,6098,tax114,11.0,0
860,6098,tax114,62.0,0
862,6098,tax114,15.0,0
863,6098,tax114,84.0,0
865,6098,tax114,9.0,0
870,6098,tax114,51.0,0
871,6098,tax114,82.0,0
876,6098,tax114,0.0,0
878,6098,tax114,5.0,0
879,6098,tax114,9.0,0
882,6098,tax114,43.0,0
885,6098,tax114,1.0,0
886,6098,tax114,45.0,0
887,6098,tax114,0.0,0
888,6098,tax114,39.0,0
889,6098,tax114,20.0,0
892,6098,tax114,8.0,0
893,6098,tax114,62.0,0
894,6098,tax114,0.0,0
895,6098,tax114,0.0,0
898,6098,tax114,83.0,0
902,6098,tax114,7.0,0
903,6098,tax114,7.0,0
906,6098,tax114,0.0,0
907,6098,tax114,45.0,0
911,6098,tax114,9.0,0
917,6098,tax114,0.0,0
923,6098,tax114,15.0,0
928,6098,tax114,0.0,0
929,6098,tax114,8.0,0
934,6098,tax114,6.0,0
935,6098,tax114,14.0,0
936,6098,tax114,4.0,0
940,6098,tax114,92.0,0
941,6098,tax114,18.0,0
942,6098,tax114,31.0,0
944,6098,tax114,15.0,0
946,6098,tax114,92.0,0
948,6098,tax114,23.0,0
949,6098,tax114,45.0,0
950,6098,tax114,10.0,0
953,6098,tax114,17.0,0
957,6098,tax114,49.0,0
958,6098,tax114,39.0,0
959,6098,tax114,11.0,0
965,6098,tax114,12.0,0
968,2266,tax10,1.0,0
969,2266,tax10,99.0,0
972,2266,tax10,30.0,0
977,1651,tax6,1.0,0
978,1651,tax6,95.0,0
980,1651,tax6,80.0,0
981,1651,tax6,72.0,0
982,1047,tax4,1.0,0
983,1047,tax4,96.0,0
985,1047,tax4,83.0,0
986,1887,tax4,1.0,0
987,1887,tax4,88.0,0
1007,4101,tax2,98.0,0
1009,4101,tax2,93.0,0
1010,6949,tax5,1.0,0
1011,6949,tax5,87.0,0
1013,6949,tax5,83.0,0
1024,4775,tax5,1.0,0
1025,4775,tax5,26.0,0
1028,6957,tax3,1.0,0
1029,6957,tax3,53.0,0
1039,2273,tax3,1.0,0
1041,2273,tax3,94.0,0
1056,3615,tax20,61.0,0
1057,3615,tax20,78.0,0
1059,3615,tax20,48.0,0
1061,3615,tax20,36.0,0
1067,3615,tax20,49.0,0
1071,3615,tax20,31.0,0
1072,3615,tax20,33.0,0
1073,3615,tax20,38.0,0
1077,7325,tax103,1.0,0
1078,7325,tax103,75.0,0
1081,7325,tax103,17.0,0
1082,7325,tax103,74.0,0
1087,7325,tax103,62.0,0
1096,7325,tax103,41.0,0
1129,7325,tax103,65.0,0
1136,7325,tax103,48.0,0
1137,7325,tax103,58.0,0
1143,7325,tax103,57.0,0
1144,7325,tax103,69.0,0
1149,7325,tax103,59.0,0
1150,7325,tax103,54.0,0
1157,7325,tax103,87.0,0
1164,7325,tax103,99.0,0
1168,7325,tax103,93.0,0
1183,7325,tax103,83.0,0
1185,7325,tax103,61.0,0
1187,422,tax20,1.0,0
1188,422,tax20,52.0,0
1189,422,tax20,47.0,0
1191,422,tax20,2.0,0
1193,422,tax20,68.0,0
1200,422,tax20,55.0,0
1205,422,tax20,51.0,0
1207,422,tax20,79.0,0
1211,422,tax20,8.0,0
1213,422,tax20,22.0,0
1218,422,tax20,6.0,0
1219,422,tax20,30.0,0
1223,422,tax20,60.0,0
1224,422,tax20,11.0,0
1230,422,tax20,17.0,0
1231,422,tax20,20.0,0
1235,422,tax20,35.0,0
1240,422,tax20,23.0,0
1241,422,tax20,42.0,0
1246,422,tax20,44.0,0
1259,2443,tax4,1.0,0
1260,2443,tax4,98.0,0
1261,2443,tax4,97.0,0
1262,3471,tax8,1.0,0
1263,3471,tax8,99.0,0
1269,1672,tax3,1.0,0
1270,1672,tax3,99.0,0
1273,980,tax17,1.0,0
1274,980,tax17,35.0,0
1275,980,tax17,21.0,0
1277,980,tax17,1.0,0
1278,980,tax17,19.0,0
1281,980,tax17,97.0,0
1282,980,tax17,9.0,0
1283,980,tax17,64.0,0
1286,980,tax17,91.0,0
1292,1586,tax8,1.0,0
1294,1586,tax8,35.0,0
1295,1586,tax8,98.0,0
1296,1586,tax8,55.0,0
1299,1586,tax8,39.0,0
1303,7309,tax14,1.0,0
1304,7309,tax14,18.0,0
1305,7309,tax14,1.0,0
1306,7309,tax14,53.0,0
1316,5355,tax4,1.0,0
1317,5355,tax4,98.0,0
1319,1791,tax7,1.0,0
1320,1791,tax7,98.0,0
1321,1791,tax7,74.0,0
1327,5449,tax4,99.0,0
1329,5449,tax4,87.0,0
1341,3483,tax30,1.0,0
1342,3483,tax30,69.0,0
1343,3483,tax30,36.0,0
1345,3483,tax30,83.0,0
1350,3483,tax30,45.0,0
1355,3483,tax30,98.0,0
1356,3483,tax30,94.0,0
1362,3483,tax30,53.0,0
1363,3483,tax30,100.0,0
1368,3483,tax30,76.0,0
1373,3483,tax30,95.0,0
1381,2225,tax4,1.0,0
1382,2225,tax4,40.0,0
1383,2225,tax4,41.0,0
1384,2225,tax4,26.0,0
1385,2225,tax4,43.0,0
1387,2225,tax4,23.0,0
1390,2225,tax4,29.0,0
1393,2225,tax4,95.0,0
1395,2225,tax4,58.0,0
1396,1978,tax8,1.0,0
1397,1978,tax8,98.0,0
1399,1978,tax8,97.0,0
1400,1978,tax8,95.0,0
1403,3581,tax5,1.0,0
1404,3581,tax5,60.0,0
1405,3581,tax5,97.0,0
1407,6131,tax7,1.0,0
1408,6131,tax7,84.0,0
1410,6131,tax7,99.0,0
1411,6131,tax7,98.0,0
1413,2049,tax4,1.0,0
1414,2049,tax4,59.0,0
1415,2049,tax4,93.0,0
1416,1514,tax82,1.0,0
1418,1514,tax82,67.0,0
1420,1514,tax82,36.0,0
1429,1514,tax82,58.0,0
1436,1514,tax82,26.0,0
1503,1434,tax14,1.0,0
1504,1434,tax14,25.0,0
1507,1434,tax14,22.0,0
1516,2543,tax22,1.0,0
1517,2543,tax22,64.0,0
1520,2543,tax22,65.0,0
1521,2543,tax22,67.0,0
1525,2543,tax22,85.0,0
1526,2543,tax22,56.0,0
1528,2543,tax22,81.0,0
1534,2543,tax22,35.0,0
1538,2543,tax22,64.0,0
1540,4310,tax6,1.0,0
1541,4310,tax6,95.0,0
1546,1064,tax4,1.0,0
1548,1064,tax4,33.0,0
1549,7427,tax8,1.0,0
1550,7427,tax8,72.0,0
1551,7427,tax8,93.0,0
1553,7427,tax8,83.0,0
1555,7427,tax8,96.0,0
1556,1496,tax8,1.0,0
1557,1496,tax8,80.0,0
1559,1496,tax8,99.0,0
1563,2787,tax27,1.0,0
1564,2787,tax27,51.0,0
1565,2787,tax27,35.0,0
1567,2787,tax27,50.0,0
1568,2787,tax27,53.0,0
1577,2787,tax27,39.0,0
1579,2787,tax27,24.0,0
1581,2787,tax27,46.0,0
1584,2787,tax27,49.0,0
1592,2787,tax27,96.0,0
1595,2787,tax27,48.0,0
1598,6740,tax2,1.0,0
1599,6740,tax2,99.0,0
1600,2523,tax8,1.0,0
1601,2523,tax8,30.0,0
1603,2523,tax8,20.0,0
1604,2523,tax8,43.0,0
1605,2523,tax8,99.0,0
1606,2523,tax8,51.0,0
1607,5138,tax5,1.0,0
1609,5138,tax5,54.0,0
1610,5138,tax5,67.0,0
1611,5138,tax5,41.0,0
1612,5138,tax5,84.0,0
1614,584,tax7,99.0,0
1615,584,tax7,98.0,0
1625,1552,tax59,1.0,0
1627,1552,tax59,74.0,0
1631,1552,tax59,86.0,0
1634,1552,tax59,72.0,0
1638,1552,tax59,91.0,0
1640,1552,tax59,48.0,0
1641,1552,tax59,42.0,0
1643,1552,tax59,18.0,0
1648,1552,tax59,15.0,0
1655,1552,tax59,26.0,0
1664,1552,tax59,33.0,0
1676,1552,tax59,52.0,0
1683,1552,tax59,54.0,0
1691,1552,tax59,99.0,0
1699,1552,tax59,72.0,0
1708,1552,tax59,30.0,0
1719,1552,tax59,27.0,0
1736,1552,tax59,18.0,0
1745,1552,tax59,10.0,0
1757,1552,tax59,45.0,0
1771,1552,tax59,51.0,0
1807,1552,tax59,61.0,0
1819,1552,tax59,91.0,0
1828,1552,tax59,42.0,0
1837,1552,tax59,68.0,0
1898,2711,tax13,1.0,0
1900,2711,tax13,83.0,0
1901,2711,tax13,75.0,0
1905,2711,tax13,63.0,0
1907,2711,tax13,40.0,0
1911,2402,tax75,1.0,0
1912,2402,tax75,79.0,0
1913,2402,tax75,24.0,0
1916,2402,tax75,30.0,0
1917,2402,tax75,37.0,0
1919,2402,tax75,35.0,0
1920,2402,tax75,14.0,0
1922,2402,tax75,35.0,0
1925,2402,tax75,26.0,0
1930,2402,tax75,38.0,0
1931,2402,tax75,26.0,0
1935,2402,tax75,72.0,0
1936,2402,tax75,33.0,0
1942,2402,tax75,74.0,0
1947,2402,tax75,97.0,0
1950,2402,tax75,56.0,0
1953,2402,tax75,86.0,0
1954,2402,tax75,37.0,0
1956,2402,tax75,55.0,0
1957,2402,tax75,86.0,0
1960,2402,tax75,24.0,0
1961,2402,tax75,37.0,0
1963,2402,tax75,21.0,0
1964,2402,tax75,64.0,0
1966,2402,tax75,21.0,0
1968,2402,tax75,38.0,0
1991,2402,tax75,66.0,0
1994,2402,tax75,72.0,0
1998,4328,tax5,1.0,0
1999,4328,tax5,95.0,0
2002,7084,tax5,1.0,0
2004,7084,tax5,26.0,0
2005,7084,tax5,26.0,0
2006,7084,tax5,26.0,0
2007,7084,tax5,12.0,0
2014,7084,tax5,37.0,0
2016,7084,tax5,33.0,0
2017,7084,tax5,66.0,0
2018,7084,tax5,92.0,0
2021,7084,tax5,37.0,0
2022,7084,tax5,55.0,0
2026,7084,tax5,94.0,0
2029,7084,tax5,88.0,0
2031,4895,tax4,1.0,0
2032,4895,tax4,41.0,0
2035,6516,tax9,1.0,0
2037,6516,tax9,90.0,0
2040,6516,tax9,82.0,0
2051,4157,tax4,1.0,0
2052,4157,tax4,98.0,0
2053,4157,tax4,99.0,0
2054,4157,tax4,73.0,0
2064,1637,tax5,1.0,0
2065,1637,tax5,90.0,0
2072,6405,tax9,73.0,0
2073,6405,tax9,29.0,0
2080,338,tax5,1.0,0
2082,338,tax5,93.0,0
2083,338,tax5,99.0,0
2084,338,tax5,87.0,0
2086,338,tax5,93.0,0
2087,338,tax5,65.0,0
2088,338,tax5,86.0,0
2089,338,tax5,30.0,0
2094,1498,tax14,1.0,0
2095,1498,tax14,97.0,0
2098,1498,tax14,97.0,0
2107,6779,tax13,1.0,0
2108,6779,tax13,99.0,0
2111,6779,tax13,91.0,0
2113,6779,tax13,97.0,0
2116,6779,tax13,82.0,0
2127,1803,tax5,1.0,0
2128,1803,tax5,95.0,0
2130,1803,tax5,73.0,0
2132,1803,tax5,41.0,0
2134,1803,tax5,27.0,0
2136,1218,tax6,1.0,0
2137,1218,tax6,96.0,0
2144,5773,tax60,75.0,0
2146,5773,tax60,45.0,0
2148,5773,tax60,53.0,0
2149,5773,tax60,53.0,0
2150,5773,tax60,36.0,0
2151,5773,tax60,14.0,0
2152,5773,tax60,48.0,0
2154,5773,tax60,36.0,0
2155,5773,tax60,24.0,0
2156,5773,tax60,19.0,0
2158,5773,tax60,56.0,0
2159,5773,tax60,12.0,0
2164,5773,tax60,45.0,0
2166,5773,tax60,48.0,0
2171,5773,tax60,88.0,0
2173,5773,tax60,19.0,0
2174,5773,tax60,10.0,0
2178,5773,tax60,62.0,0
2181,5773,tax60,32.0,0
2184,5773,tax60,31.0,0
2188,5773,tax60,28.0,0
2219,2071,tax16,1.0,0
2220,2071,tax16,67.0,0
2221,2071,tax16,29.0,0
2223,2071,tax16,25.0,0
2226,2071,tax16,55.0,0
2228,2071,tax16,30.0,0
2231,2071,tax16,28.0,0
2235,2861,tax5,1.0,0
2236,2861,tax5,90.0,0
2241,7213,tax2,94.0,0
2242,7213,tax2,65.0,0
2246,5462,tax15,94.0,0
2248,5462,tax15,82.0,0
2250,5462,tax15,99.0,0
2262,5616,tax9,1.0,0
2263,5616,tax9,73.0,0
2273,1029,tax59,97.0,0
2276,1029,tax59,37.0,0
2279,1029,tax59,29.0,0
2281,1029,tax59,73.0,0
2285,1029,tax59,10.0,0
2286,1029,tax59,18.0,0
2289,1029,tax59,61.0,0
2291,1029,tax59,29.0,0
2296,1029,tax59,43.0,0
2302,1029,tax59,35.0,0
2303,1029,tax59,100.0,0
2306,1029,tax59,19.0,0
2307,1029,tax59,70.0,0
2311,1029,tax59,53.0,0
2312,1029,tax59,13.0,0
2318,1029,tax59,44.0,0
2319,1029,tax59,18.0,0
2320,1029,tax59,70.0,0
2329,1029,tax59,37.0,0
2330,1029,tax59,71.0,0
2337,1029,tax59,69.0,0
2356,1029,tax59,97.0,0
2358,1029,tax59,70.0,0
2370,6647,tax16,1.0,0
2371,6647,tax16,99.0,0
2372,6647,tax16,71.0,0
2373,6647,tax16,99.0,0
2375,6647,tax16,99.0,0
2376,6647,tax16,99.0,0
2378,6647,tax16,99.0,0
2380,6647,tax16,90.0,0
2382,6647,tax16,97.0,0
2405,3200,tax3,1.0,0
2406,3200,tax3,81.0,0
2415,32,tax7,1.0,0
2416,32,tax7,25.0,0
2417,32,tax7,51.0,0
2418,32,tax7,77.0,0
2419,32,tax7,99.0,0
2420,32,tax7,87.0,0
2422,1269,tax11,64.0,0
2423,1269,tax11,97.0,0
2424,1269,tax11,73.0,0
2426,1269,tax11,96.0,0
2429,1269,tax11,96.0,0
2431,5843,tax4,1.0,0
2432,5843,tax4,43.0,0
2434,5843,tax4,77.0,0
2437,3492,tax20,1.0,0
2438,3492,tax20,57.0,0
2442,3492,tax20,57.0,0
2445,3492,tax20,95.0,0
2447,3492,tax20,78.0,0
2448,3492,tax20,45.0,0
2450,3492,tax20,93.0,0
2454,3492,tax20,64.0,0
2460,6855,tax10,1.0,0
2461,6855,tax10,94.0,0
2462,6855,tax10,99.0,0
2464,6855,tax10,63.0,0
2469,1847,tax13,1.0,0
2470,1847,tax13,51.0,0
2472,1847,tax13,72.0,0
2475,1847,tax13,80.0,0
2479,1847,tax13,98.0,0
2481,3210,tax22,1.0,0
2482,3210,tax22,57.0,0
2484,3210,tax22,80.0,0
2485,3210,tax22,92.0,0
2487,3210,tax22,68.0,0
2490,3210,tax22,56.0,0
2493,3210,tax22,92.0,0
2497,3210,tax22,64.0,0
2499,3210,tax22,96.0,0
2502,3210,tax22,56.0,0
2510,3215,tax6,1.0,0
2511,3215,tax6,93.0,0
2522,7691,tax6,1.0,0
2523,7691,tax6,61.0,0
2524,7691,tax6,30.0,0
2540,2229,tax8,99.0,0
2542,2229,tax8,99.0,0
2545,1138,tax104,1.0,0
2547,1138,tax104,47.0,0
2551,1138,tax104,43.0,0
2554,1138,tax104,34.0,0
2558,1138,tax104,53.0,0
2560,1138,tax104,74.0,0
2562,1138,tax104,32.0,0
2564,1138,tax104,47.0,0
2567,1138,tax104,6.0,0
2572,1138,tax104,14.0,0
2573,1138,tax104,37.0,0
2576,1138,tax104,53.0,0
2577,1138,tax104,13.0,0
2580,1138,tax104,36.0,0
2583,1138,tax104,38.0,0
2585,1138,tax104,15.0,0
2587,1138,tax104,36.0,0
2591,1138,tax104,1.0,0
2593,1138,tax104,42.0,0
2595,1138,tax104,37.0,0
2596,1138,tax104,0.0,0
2597,1138,tax104,9.0,0
2601,1138,tax104,45.0,0
2603,1138,tax104,2.0,0
2606,1138,tax104,72.0,0
2609,1138,tax104,12.0,0
2614,1138,tax104,33.0,0
2619,1138,tax104,7.0,0
2620,1138,tax104,4.0,0
2624,1138,tax104,49.0,0
2633,1138,tax104,62.0,0
2634,1138,tax104,48.0,0
2638,1138,tax104,17.0,0
2639,1138,tax104,13.0,0
2640,1138,tax104,41.0,0
2643,1138,tax104,35.0,0
2644,1138,tax104,30.0,0
2648,1138,tax104,55.0,0
2649,1138,tax104,7.0,0
2650,1138,tax104,51.0,0
2651,1138,tax104,19.0,0
2655,1138,tax104,44.0,0
2660,1138,tax104,43.0,0
2662,1138,tax104,64.0,0
2665,1138,tax104,39.0,0
2678,2627,tax163,1.0,0
2679,2627,tax163,10.0,0
2681,2627,tax163,9.0,0
2685,2627,tax163,18.0,0
2691,2627,tax163,63.0,0
2700,2627,tax163,20.0,0
2702,2627,tax163,96.0,0
2703,2627,tax163,95.0,0
2713,2627,tax163,23.0,0
2716,2627,tax163,88.0,0
2717,2627,tax163,40.0,0
2728,2627,tax163,83.0,0
2730,2627,tax163,98.0,0
2737,2627,tax163,92.0,0
2738,2627,tax163,67.0,0
2742,2627,tax163,79.0,0
2745,2627,tax163,81.0,0
2749,2627,tax163,50.0,0
2751,2627,tax163,94.0,0
2753,2627,tax163,36.0,0
2754,2627,tax163,99.0,0
2757,2627,tax163,45.0,0
2758,2627,tax163,66.0,0
2760,2627,tax163,49.0,0
2762,2627,tax163,31.0,0
2765,2627,tax163,43.0,0
2770,2627,tax163,38.0,0
2771,2627,tax163,52.0,0
2775,2627,tax163,11.0,0
2776,2627,tax163,62.0,0
2778,2627,tax163,25.0,0
2782,2627,tax163,12.0,0
2784,2627,tax163,31.0,0
2787,2627,tax163,41.0,0
2788,2627,tax163,20.0,0
2791,2627,tax163,8.0,0
2801,2627,tax163,70.0,0
2803,2627,tax163,55.0,0
2812,2627,tax163,54.0,0
2815,2627,tax163,45.0,0
2821,2627,tax163,60.0,0
2828,2627,tax163,89.0,0
2832,2627,tax163,54.0,0
2848,3316,tax8,1.0,0
2849,3316,tax8,51.0,0
2850,3316,tax8,69.0,0
2851,3316,tax8,73.0,0
2852,3316,tax8,57.0,0
2854,3316,tax8,94.0,0
2855,3316,tax8,96.0,0
2856,2007,tax9,1.0,0
2857,2007,tax9,46.0,0
2859,2007,tax9,10.0,0
2860,2007,tax9,2.0,0
2861,2007,tax9,67.0,0
2862,2007,tax9,17.0,0
2863,2007,tax9,13.0,0
2866,2007,tax9,11.0,0
2867,2007,tax9,32.0,0
2869,2007,tax9,22.0,0
2870,2007,tax9,89.0,0
2871,2007,tax9,94.0,0
2872,2007,tax9,56.0,0
2877,6392,tax10,64.0,0
2880,6392,tax10,63.0,0
2887,2414,tax2,1.0,0
2888,2414,tax2,99.0,0
2889,2414,tax2,91.0,0
2890,7581,tax4,1.0,0
2891,7581,tax4,52.0,0
2895,197,tax6,1.0,0
2896,197,tax6,38.0,0
2899,197,tax6,37.0,0
2901,197,tax6,99.0,0
2903,197,tax6,29.0,0
2904,197,tax6,29.0,0
2905,197,tax6,30.0,0
2907,6918,tax4,1.0,0
2908,6918,tax4,92.0,0
2917,14,tax5,98.0,0
2919,14,tax5,72.0,0
2921,14,tax5,94.0,0
2924,29,tax28,99.0,0
2925,29,tax28,99.0,0
2927,29,tax28,91.0,0
2929,29,tax28,99.0,0
2931,29,tax28,92.0,0
2933,29,tax28,92.0,0
2936,29,tax28,40.0,0
2937,29,tax28,66.0,0
2940,29,tax28,97.0,0
2942,29,tax28,53.0,0
2945,29,tax28,97.0,0
2946,29,tax28,32.0,0
2949,29,tax28,73.0,0
2954,6658,tax5,1.0,0
2956,6658,tax5,99.0,0
2957,6658,tax5,61.0,0
2958,5605,tax17,1.0,0
2959,5605,tax17,32.0,0
2960,5605,tax17,55.0,0
2965,5605,tax17,44.0,0
2968,5605,tax17,97.0,0
2972,5605,tax17,98.0,0
2976,5605,tax17,54.0,0
2980,1725,tax8,1.0,0
2981,1725,tax8,97.0,0
2983,1725,tax8,90.0,0
2986,1725,tax8,73.0,0
2988,1725,tax8,62.0,0
2990,1725,tax8,57.0,0
2997,2633,tax6,1.0,0
2998,2633,tax6,58.0,0
2999,2633,tax6,99.0,0
3000,2633,tax6,99.0,0
3002,2633,tax6,44.0,0
3007,1432,tax21,1.0,0
3009,1432,tax21,43.0,0
3011,1432,tax21,51.0,0
3013,1432,tax21,99.0,0
3014,1432,tax21,76.0,0
3019,1432,tax21,69.0,0
3020,1432,tax21,100.0,0
3031,318,tax73,1.0,0
3032,318,tax73,53.0,0
3033,318,tax73,38.0,0
3035,318,tax73,53.0,0
3036,318,tax73,54.0,0
3037,318,tax73,45.0,0
3038,318,tax73,24.0,0
3040,318,tax73,20.0,0
3041,318,tax73,39.0,0
3044,318,tax73,27.0,0
3045,318,tax73,34.0,0
3048,318,tax73,23.0,0
